SITE,TYPE,DATE,NIGHT,PASSES,FEEDINGBUZZ,SOCIALCALL,Historical_Sites,HEIGHT,AREA,GREEN_AREA,SITE_VEGETATION_COVER,AVE_TEMP,Precipitation,GREEN_COVERAGE_100,GREEN_COVERAGE_150,GREEN_COVERAGE_200,BLUE_COVERAGE_100,BLUE_COVERAGE_150,BLUE_COVERAGE_200,Mean_50,SD_50,Max_50,Mean_100,SD_100,Max_100,Mean_150,SD_150,Max_150,Mean_200,SD_200,Max_200
MaughanLibrary,Conventional,2024/7/7,27,0,0,0,1,20,3400,0,0,14.78,0.1,11.07,6.54,5.09,0,0,0.02,13.189567,11.998391,46.396,15.321389,13.26579,51.776,15.70156,14.226753,76.628,15.172518,14.312675,77.68801
MaughanLibrary,Conventional,2024/7/8,28,0,0,0,1,20,3400,0,0,16.12,4.4,11.07,6.54,5.09,0,0,0.02,13.189567,11.998391,46.396,15.321389,13.26579,51.776,15.70156,14.226753,76.628,15.172518,14.312675,77.68801
Nomura11,Extensive,2024/6/13,3,0,0,0,0,45,3765,2377,63.13,13.01,0.5,13.07,9.24,6.29,2.18,14.48,21.81,24.546279,19.685525,46,22.031307,17.983644,47.392,17.738494,17.3307,49.204,14.32346,16.180726,49.204
Nomura11,Extensive,2024/6/14,4,0,0,0,0,45,3765,2377,63.13,13.14,1.63,13.07,9.24,6.29,2.18,14.48,21.81,24.546279,19.685525,46,22.031307,17.983644,47.392,17.738494,17.3307,49.204,14.32346,16.180726,49.204
Nomura11,Extensive,2024/6/16,6,0,0,0,0,45,3765,2377,63.13,12.58,0,13.07,9.24,6.29,2.18,14.48,21.81,24.546279,19.685525,46,22.031307,17.983644,47.392,17.738494,17.3307,49.204,14.32346,16.180726,49.204
Nomura11,Extensive,2024/6/17,7,1,0,0,0,45,3765,2377,63.13,15.51,0,13.07,9.24,6.29,2.18,14.48,21.81,24.546279,19.685525,46,22.031307,17.983644,47.392,17.738494,17.3307,49.204,14.32346,16.180726,49.204
Nomura11,Extensive,2024/6/15,5,0,0,0,0,45,3765,2377,63.13,12.35,0.01,13.07,9.24,6.29,2.18,14.48,21.81,24.546279,19.685525,46,22.031307,17.983644,47.392,17.738494,17.3307,49.204,14.32346,16.180726,49.204
Nomura11,Extensive,2024/6/11,1,0,0,0,0,45,3765,2377,63.13,11.92,0,13.07,9.24,6.29,2.18,14.48,21.81,24.546279,19.685525,46,22.031307,17.983644,47.392,17.738494,17.3307,49.204,14.32346,16.180726,49.204
Nomura11,Extensive,2024/6/12,2,0,0,0,0,45,3765,2377,63.13,13.27,0,13.07,9.24,6.29,2.18,14.48,21.81,24.546279,19.685525,46,22.031307,17.983644,47.392,17.738494,17.3307,49.204,14.32346,16.180726,49.204
Nomura6,Intensive,2024/6/12,2,1,0,0,0,20,2068,734,35.49,12.2,0,13.2,7.48,5.9,21.66,30.1,35.96,19.955487,14.977139,45.832,17.720492,16.82345,46.24,14.243653,16.557054,49.204,12.155443,15.609851,49.204
Nomura6,Intensive,2024/6/11,1,0,0,0,0,20,2068,734,35.49,11.65,0,13.2,7.48,5.9,21.66,30.1,35.96,19.955487,14.977139,45.832,17.720492,16.82345,46.24,14.243653,16.557054,49.204,12.155443,15.609851,49.204
Nomura6,Intensive,2024/6/15,5,0,0,0,0,20,2068,734,35.49,13.42,0.01,13.2,7.48,5.9,21.66,30.1,35.96,19.955487,14.977139,45.832,17.720492,16.82345,46.24,14.243653,16.557054,49.204,12.155443,15.609851,49.204
Nomura6,Intensive,2024/6/16,6,3,0,10,0,20,2068,734,35.49,14.07,0,13.2,7.48,5.9,21.66,30.1,35.96,19.955487,14.977139,45.832,17.720492,16.82345,46.24,14.243653,16.557054,49.204,12.155443,15.609851,49.204
Nomura6,Intensive,2024/6/13,3,0,0,0,0,20,2068,734,35.49,13,0.5,13.2,7.48,5.9,21.66,30.1,35.96,19.955487,14.977139,45.832,17.720492,16.82345,46.24,14.243653,16.557054,49.204,12.155443,15.609851,49.204
Nomura6,Intensive,2024/6/14,4,1,0,0,0,20,2068,734,35.49,12.61,1.63,13.2,7.48,5.9,21.66,30.1,35.96,19.955487,14.977139,45.832,17.720492,16.82345,46.24,14.243653,16.557054,49.204,12.155443,15.609851,49.204
Nomura6,Intensive,2024/6/17,7,1,1,0,0,20,2068,734,35.49,16.73,0,13.2,7.48,5.9,21.66,30.1,35.96,19.955487,14.977139,45.832,17.720492,16.82345,46.24,14.243653,16.557054,49.204,12.155443,15.609851,49.204
RomanWall,Garden,2024/6/18,8,5,0,0,0,0,578,560,96.89,16.59,0,9.19,9.28,9.02,0,0.06,0.62,24.165392,22.108817,61.61,19.249216,21.293682,86.58,17.881419,20.062418,86.58,19.776663,21.314582,94.818
RomanWall,Garden,2024/6/19,9,6,1,0,0,0,578,560,96.89,14.63,0,9.19,9.28,9.02,0,0.06,0.62,24.165392,22.108817,61.61,19.249216,21.293682,86.58,17.881419,20.062418,86.58,19.776663,21.314582,94.818
RomanWall,Garden,2024/6/20,10,17,0,0,0,0,578,560,96.89,16.71,0,9.19,9.28,9.02,0,0.06,0.62,24.165392,22.108817,61.61,19.249216,21.293682,86.58,17.881419,20.062418,86.58,19.776663,21.314582,94.818
RomanWall,Garden,2024/6/21,11,2,0,0,0,0,578,560,96.89,17.19,0,9.19,9.28,9.02,0,0.06,0.62,24.165392,22.108817,61.61,19.249216,21.293682,86.58,17.881419,20.062418,86.58,19.776663,21.314582,94.818
RomanWall,Garden,2024/6/22,12,6,0,0,0,0,578,560,96.89,17.93,0,9.19,9.28,9.02,0,0.06,0.62,24.165392,22.108817,61.61,19.249216,21.293682,86.58,17.881419,20.062418,86.58,19.776663,21.314582,94.818
RomanWall,Garden,2024/6/23,13,14,0,1,0,0,578,560,96.89,20.59,0,9.19,9.28,9.02,0,0.06,0.62,24.165392,22.108817,61.61,19.249216,21.293682,86.58,17.881419,20.062418,86.58,19.776663,21.314582,94.818
RomanWall,Garden,2024/6/24,14,12,0,0,0,0,578,560,96.89,21.66,0,9.19,9.28,9.02,0,0.06,0.62,24.165392,22.108817,61.61,19.249216,21.293682,86.58,17.881419,20.062418,86.58,19.776663,21.314582,94.818
SeethingLn,Garden,2024/6/11,1,3,0,0,0,0,1279,770,60.2,13.11,0,5.77,8.31,8.39,0,0,0,15.411488,14.155433,40.156,14.943364,14.356654,53.68262,14.762949,16.630712,67.056,14.943886,16.826414,74.82301
SeethingLn,Garden,2024/6/12,2,1,0,0,0,0,1279,770,60.2,14.72,0,5.77,8.31,8.39,0,0,0,15.411488,14.155433,40.156,14.943364,14.356654,53.68262,14.762949,16.630712,67.056,14.943886,16.826414,74.82301
SeethingLn,Garden,2024/6/13,3,1,0,0,0,0,1279,770,60.2,13.98,0.5,5.77,8.31,8.39,0,0,0,15.411488,14.155433,40.156,14.943364,14.356654,53.68262,14.762949,16.630712,67.056,14.943886,16.826414,74.82301
SeethingLn,Garden,2024/6/14,4,2,0,0,0,0,1279,770,60.2,14,1.63,5.77,8.31,8.39,0,0,0,15.411488,14.155433,40.156,14.943364,14.356654,53.68262,14.762949,16.630712,67.056,14.943886,16.826414,74.82301
SeethingLn,Garden,2024/6/15,5,1,0,0,0,0,1279,770,60.2,14.45,0.01,5.77,8.31,8.39,0,0,0,15.411488,14.155433,40.156,14.943364,14.356654,53.68262,14.762949,16.630712,67.056,14.943886,16.826414,74.82301
SeethingLn,Garden,2024/6/16,6,0,0,0,0,0,1279,770,60.2,15.96,0,5.77,8.31,8.39,0,0,0,15.411488,14.155433,40.156,14.943364,14.356654,53.68262,14.762949,16.630712,67.056,14.943886,16.826414,74.82301
SeethingLn,Garden,2024/6/17,7,1,0,0,0,0,1279,770,60.2,19.14,0,5.77,8.31,8.39,0,0,0,15.411488,14.155433,40.156,14.943364,14.356654,53.68262,14.762949,16.630712,67.056,14.943886,16.826414,74.82301
StBoltolph,Garden,2024/6/25,15,3,0,0,0,0,3258,1683,51.66,22.45,0,6.75,3.45,2.73,0,0,0,9.790163,16.932721,75.93749,22.24066,42.333476,202.36102,25.756867,43.350959,202.36102,23.96659,35.741257,202.36102
StBoltolph,Garden,2024/6/26,16,2,0,0,0,0,3258,1683,51.66,24.69,0,6.75,3.45,2.73,0,0,0,9.790163,16.932721,75.93749,22.24066,42.333476,202.36102,25.756867,43.350959,202.36102,23.96659,35.741257,202.36102
StBoltolph,Garden,2024/6/27,17,0,0,0,0,0,3258,1683,51.66,17.8,0,6.75,3.45,2.73,0,0,0,9.790163,16.932721,75.93749,22.24066,42.333476,202.36102,25.756867,43.350959,202.36102,23.96659,35.741257,202.36102
StBoltolph,Garden,2024/6/28,18,0,0,0,0,0,3258,1683,51.66,18.22,0,6.75,3.45,2.73,0,0,0,9.790163,16.932721,75.93749,22.24066,42.333476,202.36102,25.756867,43.350959,202.36102,23.96659,35.741257,202.36102
StBoltolph,Garden,2024/6/29,19,65,3,1,0,0,3258,1683,51.66,21.85,0,6.75,3.45,2.73,0,0,0,9.790163,16.932721,75.93749,22.24066,42.333476,202.36102,25.756867,43.350959,202.36102,23.96659,35.741257,202.36102
StBoltolph,Garden,2024/6/30,20,0,0,0,0,0,3258,1683,51.66,17.37,0,6.75,3.45,2.73,0,0,0,9.790163,16.932721,75.93749,22.24066,42.333476,202.36102,25.756867,43.350959,202.36102,23.96659,35.741257,202.36102
StBoltolph,Garden,2024/7/1,21,0,0,0,0,0,3258,1683,51.66,18.23,0,6.75,3.45,2.73,0,0,0,9.790163,16.932721,75.93749,22.24066,42.333476,202.36102,25.756867,43.350959,202.36102,23.96659,35.741257,202.36102
StDusten,Garden,2024/6/16,6,171,88,0,0,0,1687,1502,89.03,16.81,0,4.62,4.89,3.63,0,1.81,8.75,14.220804,12.129668,41.073,13.321038,13.230857,47.089,13.729848,14.488228,145.65401,17.067469,23.04459,160.122
StDusten,Garden,2024/6/17,7,181,295,0,0,0,1687,1502,89.03,19.62,0,4.62,4.89,3.63,0,1.81,8.75,14.220804,12.129668,41.073,13.321038,13.230857,47.089,13.729848,14.488228,145.65401,17.067469,23.04459,160.122
StDusten,Garden,2024/6/12,2,37,80,1,0,0,1687,1502,89.03,15.14,0,4.62,4.89,3.63,0,1.81,8.75,14.220804,12.129668,41.073,13.321038,13.230857,47.089,13.729848,14.488228,145.65401,17.067469,23.04459,160.122
StDusten,Garden,2024/6/13,3,71,44,0,0,0,1687,1502,89.03,14.48,0.5,4.62,4.89,3.63,0,1.81,8.75,14.220804,12.129668,41.073,13.321038,13.230857,47.089,13.729848,14.488228,145.65401,17.067469,23.04459,160.122
StDusten,Garden,2024/6/14,4,59,35,0,0,0,1687,1502,89.03,15.34,1.63,4.62,4.89,3.63,0,1.81,8.75,14.220804,12.129668,41.073,13.321038,13.230857,47.089,13.729848,14.488228,145.65401,17.067469,23.04459,160.122
StDusten,Garden,2024/6/11,1,242,210,0,0,0,1687,1502,89.03,14.21,0,4.62,4.89,3.63,0,1.81,8.75,14.220804,12.129668,41.073,13.321038,13.230857,47.089,13.729848,14.488228,145.65401,17.067469,23.04459,160.122
StDusten,Garden,2024/6/15,5,82,52,0,0,0,1687,1502,89.03,14.81,0.01,4.62,4.89,3.63,0,1.81,8.75,14.220804,12.129668,41.073,13.321038,13.230857,47.089,13.729848,14.488228,145.65401,17.067469,23.04459,160.122
Walbrook,Conventional,2024/6/13,3,0,0,0,0,20,516,0,0,12.87,0.5,8.08,8.26,6.19,0,5.11,11.44,12.063514,10.700668,47.484,17.007737,14.071806,49.204,16.190552,14.50462,49.204,15.545738,14.928708,50.47716
Walbrook,Conventional,2024/6/14,4,1,0,0,0,20,516,0,0,12.94,1.63,8.08,8.26,6.19,0,5.11,11.44,12.063514,10.700668,47.484,17.007737,14.071806,49.204,16.190552,14.50462,49.204,15.545738,14.928708,50.47716
Walbrook,Conventional,2024/6/15,5,0,0,0,0,20,516,0,0,13.47,0.01,8.08,8.26,6.19,0,5.11,11.44,12.063514,10.700668,47.484,17.007737,14.071806,49.204,16.190552,14.50462,49.204,15.545738,14.928708,50.47716
Walbrook,Conventional,2024/6/17,7,0,0,0,0,20,516,0,0,17.83,0,8.08,8.26,6.19,0,5.11,11.44,12.063514,10.700668,47.484,17.007737,14.071806,49.204,16.190552,14.50462,49.204,15.545738,14.928708,50.47716
Walbrook,Conventional,2024/6/12,2,1,0,0,0,20,516,0,0,13.06,0,8.08,8.26,6.19,0,5.11,11.44,12.063514,10.700668,47.484,17.007737,14.071806,49.204,16.190552,14.50462,49.204,15.545738,14.928708,50.47716
Walbrook,Conventional,2024/6/16,6,5,0,0,0,20,516,0,0,14.47,0,8.08,8.26,6.19,0,5.11,11.44,12.063514,10.700668,47.484,17.007737,14.071806,49.204,16.190552,14.50462,49.204,15.545738,14.928708,50.47716
Walbrook,Conventional,2024/6/11,1,0,0,0,0,20,516,0,0,11.49,0,8.08,8.26,6.19,0,5.11,11.44,12.063514,10.700668,47.484,17.007737,14.071806,49.204,16.190552,14.50462,49.204,15.545738,14.928708,50.47716
